name,Protein,Energy,"Carbohydrate, by difference",Total lipid (fat),foodPortions
Martini,"{'Amount': 0.07, 'unit': 'g'}","{'Amount': 201, 'unit': 'kcal'}","{'Amount': 0.15, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 120, 'portionDescription': '1 drink'}, {'gramWeight': 120, 'portionDescription': 'Quantity not specified'}]"
"Martini, flavored","{'Amount': 0.09, 'unit': 'g'}","{'Amount': 189, 'unit': 'kcal'}","{'Amount': 6.66, 'unit': 'g'}","{'Amount': 0.04, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 120, 'portionDescription': '1 drink'}, {'gramWeight': 120, 'portionDescription': 'Quantity not specified'}]"
Mimosa,"{'Amount': 0.38, 'unit': 'g'}","{'Amount': 65.0, 'unit': 'kcal'}","{'Amount': 7.14, 'unit': 'g'}","{'Amount': 0.06, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 drink'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Mint julep,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 186, 'unit': 'kcal'}","{'Amount': 5.75, 'unit': 'g'}","{'Amount': 0.01, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Mojito,"{'Amount': 0.09, 'unit': 'g'}","{'Amount': 61.0, 'unit': 'kcal'}","{'Amount': 2.45, 'unit': 'g'}","{'Amount': 0.03, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Old fashioned,"{'Amount': 0.16, 'unit': 'g'}","{'Amount': 164, 'unit': 'kcal'}","{'Amount': 6.11, 'unit': 'g'}","{'Amount': 0.04, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 drink'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Orange Blossom,"{'Amount': 0.5, 'unit': 'g'}","{'Amount': 99.0, 'unit': 'kcal'}","{'Amount': 10.3, 'unit': 'g'}","{'Amount': 0.09, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Rob Roy,"{'Amount': 0.05, 'unit': 'g'}","{'Amount': 212, 'unit': 'kcal'}","{'Amount': 3.6, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 90, 'portionDescription': '1 drink'}, {'gramWeight': 90, 'portionDescription': 'Quantity not specified'}]"
Rusty Nail,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 268, 'unit': 'kcal'}","{'Amount': 11.0, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 60, 'portionDescription': '1 drink'}, {'gramWeight': 60, 'portionDescription': 'Quantity not specified'}]"
Salty Dog,"{'Amount': 0.41, 'unit': 'g'}","{'Amount': 84.0, 'unit': 'kcal'}","{'Amount': 5.68, 'unit': 'g'}","{'Amount': 0.52, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Screwdriver,"{'Amount': 0.51, 'unit': 'g'}","{'Amount': 93.0, 'unit': 'kcal'}","{'Amount': 8.62, 'unit': 'g'}","{'Amount': 0.09, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Seabreeze,"{'Amount': 0.21, 'unit': 'g'}","{'Amount': 91.0, 'unit': 'kcal'}","{'Amount': 7.94, 'unit': 'g'}","{'Amount': 0.3, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Seven and Seven,"{'Amount': 0.04, 'unit': 'g'}","{'Amount': 87.0, 'unit': 'kcal'}","{'Amount': 7.63, 'unit': 'g'}","{'Amount': 0.02, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Tom Collins,"{'Amount': 0.08, 'unit': 'g'}","{'Amount': 123, 'unit': 'kcal'}","{'Amount': 16.1, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Whiskey sour,"{'Amount': 0.08, 'unit': 'g'}","{'Amount': 123, 'unit': 'kcal'}","{'Amount': 16.1, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Whiskey and soda,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 59.0, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Whiskey and water,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 59.0, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Whiskey and cola,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 89.0, 'unit': 'kcal'}","{'Amount': 7.8, 'unit': 'g'}","{'Amount': 0.19, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Whiskey and diet cola ,"{'Amount': 0.08, 'unit': 'g'}","{'Amount': 60.0, 'unit': 'kcal'}","{'Amount': 0.22, 'unit': 'g'}","{'Amount': 0.02, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Whiskey and ginger ale,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 83.0, 'unit': 'kcal'}","{'Amount': 6.59, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Rum and cola,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 89.0, 'unit': 'kcal'}","{'Amount': 7.8, 'unit': 'g'}","{'Amount': 0.19, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Rum and diet cola,"{'Amount': 0.08, 'unit': 'g'}","{'Amount': 60.0, 'unit': 'kcal'}","{'Amount': 0.22, 'unit': 'g'}","{'Amount': 0.02, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Pina Colada,"{'Amount': 0.36, 'unit': 'g'}","{'Amount': 151, 'unit': 'kcal'}","{'Amount': 19.5, 'unit': 'g'}","{'Amount': 2.14, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Brandy and cola,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 89.0, 'unit': 'kcal'}","{'Amount': 7.8, 'unit': 'g'}","{'Amount': 0.19, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and soda,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 59.0, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and lemonade,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 93.0, 'unit': 'kcal'}","{'Amount': 9.02, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and cola,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 89.0, 'unit': 'kcal'}","{'Amount': 7.8, 'unit': 'g'}","{'Amount': 0.19, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and diet cola,"{'Amount': 0.08, 'unit': 'g'}","{'Amount': 60.0, 'unit': 'kcal'}","{'Amount': 0.22, 'unit': 'g'}","{'Amount': 0.02, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and energy drink,"{'Amount': 0.35, 'unit': 'g'}","{'Amount': 90.0, 'unit': 'kcal'}","{'Amount': 7.7, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and water,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 59.0, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Vodka and tonic,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 84.0, 'unit': 'kcal'}","{'Amount': 6.57, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Sloe gin fizz,"{'Amount': 0.03, 'unit': 'g'}","{'Amount': 66.0, 'unit': 'kcal'}","{'Amount': 2.22, 'unit': 'g'}","{'Amount': 0.01, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Black Russian,"{'Amount': 0.04, 'unit': 'g'}","{'Amount': 279, 'unit': 'kcal'}","{'Amount': 21.2, 'unit': 'g'}","{'Amount': 0.14, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 75, 'portionDescription': '1 drink'}, {'gramWeight': 75, 'portionDescription': 'Quantity not specified'}]"
White Russian,"{'Amount': 2.15, 'unit': 'g'}","{'Amount': 181, 'unit': 'kcal'}","{'Amount': 11.2, 'unit': 'g'}","{'Amount': 7.9, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
"Fruit punch, alcoholic","{'Amount': 0.14, 'unit': 'g'}","{'Amount': 90.0, 'unit': 'kcal'}","{'Amount': 8.14, 'unit': 'g'}","{'Amount': 0.04, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Champagne punch,"{'Amount': 0.16, 'unit': 'g'}","{'Amount': 128, 'unit': 'kcal'}","{'Amount': 12.2, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 drink'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Singapore Sling,"{'Amount': 0.12, 'unit': 'g'}","{'Amount': 98.0, 'unit': 'kcal'}","{'Amount': 7.79, 'unit': 'g'}","{'Amount': 0.05, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Stinger,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 271, 'unit': 'kcal'}","{'Amount': 11.9, 'unit': 'g'}","{'Amount': 0.09, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 60, 'portionDescription': '1 drink'}, {'gramWeight': 60, 'portionDescription': 'Quantity not specified'}]"
Mai Tai,"{'Amount': 0.18, 'unit': 'g'}","{'Amount': 156, 'unit': 'kcal'}","{'Amount': 17.2, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 drink'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Tequila Sunrise,"{'Amount': 0.46, 'unit': 'g'}","{'Amount': 112, 'unit': 'kcal'}","{'Amount': 13.5, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Gin Rickey,"{'Amount': 0.02, 'unit': 'g'}","{'Amount': 60.0, 'unit': 'kcal'}","{'Amount': 0.47, 'unit': 'g'}","{'Amount': 0.02, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Golden Cadillac,"{'Amount': 2.14, 'unit': 'g'}","{'Amount': 305, 'unit': 'kcal'}","{'Amount': 21.8, 'unit': 'g'}","{'Amount': 12.7, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 drink'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Long Island iced tea,"{'Amount': 0.01, 'unit': 'g'}","{'Amount': 107, 'unit': 'kcal'}","{'Amount': 8.66, 'unit': 'g'}","{'Amount': 0.15, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Fuzzy Navel,"{'Amount': 0.5, 'unit': 'g'}","{'Amount': 132, 'unit': 'kcal'}","{'Amount': 19.3, 'unit': 'g'}","{'Amount': 0.17, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Irish Coffee,"{'Amount': 0.27, 'unit': 'g'}","{'Amount': 88.0, 'unit': 'kcal'}","{'Amount': 2.03, 'unit': 'g'}","{'Amount': 2.41, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 240, 'portionDescription': '1 drink'}, {'gramWeight': 240, 'portionDescription': 'Quantity not specified'}]"
Liqueur with cream,"{'Amount': 2.8, 'unit': 'g'}","{'Amount': 327, 'unit': 'kcal'}","{'Amount': 20.9, 'unit': 'g'}","{'Amount': 15.7, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 63, 'portionDescription': '1 drink'}, {'gramWeight': 63, 'portionDescription': 'Quantity not specified'}]"
Frozen daiquiri,"{'Amount': 0.07, 'unit': 'g'}","{'Amount': 127, 'unit': 'kcal'}","{'Amount': 17.6, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
Frozen margarita,"{'Amount': 0.08, 'unit': 'g'}","{'Amount': 122, 'unit': 'kcal'}","{'Amount': 16.1, 'unit': 'g'}","{'Amount': 0.08, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
"Eggnog, alcoholic","{'Amount': 3.74, 'unit': 'g'}","{'Amount': 113, 'unit': 'kcal'}","{'Amount': 6.62, 'unit': 'g'}","{'Amount': 3.45, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 240, 'portionDescription': '1 drink'}, {'gramWeight': 240, 'portionDescription': 'Quantity not specified'}]"
Gin fizz,"{'Amount': 0.03, 'unit': 'g'}","{'Amount': 66.0, 'unit': 'kcal'}","{'Amount': 2.22, 'unit': 'g'}","{'Amount': 0.01, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
"Rum, hot buttered","{'Amount': 0.08, 'unit': 'g'}","{'Amount': 159, 'unit': 'kcal'}","{'Amount': 4.95, 'unit': 'g'}","{'Amount': 4.42, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 90, 'portionDescription': '1 drink'}, {'gramWeight': 90, 'portionDescription': 'Quantity not specified'}]"
Zombie,"{'Amount': 0.15, 'unit': 'g'}","{'Amount': 96.0, 'unit': 'kcal'}","{'Amount': 9.25, 'unit': 'g'}","{'Amount': 0.04, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 225, 'portionDescription': '1 drink'}, {'gramWeight': 225, 'portionDescription': 'Quantity not specified'}]"
"Wine, table, red","{'Amount': 0.07, 'unit': 'g'}","{'Amount': 85.0, 'unit': 'kcal'}","{'Amount': 2.61, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 375, 'portionDescription': '1/2 bottle'}, {'gramWeight': 180, 'portionDescription': '1 glass'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
"Wine, table, white","{'Amount': 0.07, 'unit': 'g'}","{'Amount': 82.0, 'unit': 'kcal'}","{'Amount': 2.6, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 375, 'portionDescription': '1/2 bottle'}, {'gramWeight': 180, 'portionDescription': '1 glass'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
"Wine, table, rose","{'Amount': 0.36, 'unit': 'g'}","{'Amount': 83.0, 'unit': 'kcal'}","{'Amount': 3.8, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 375, 'portionDescription': '1/2 bottle'}, {'gramWeight': 180, 'portionDescription': '1 glass'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
"Wine, rice","{'Amount': 0.5, 'unit': 'g'}","{'Amount': 134, 'unit': 'kcal'}","{'Amount': 5.0, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
"Wine, dessert, sweet","{'Amount': 0.2, 'unit': 'g'}","{'Amount': 160, 'unit': 'kcal'}","{'Amount': 13.7, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 105, 'portionDescription': '1 glass'}, {'gramWeight': 105, 'portionDescription': 'Quantity not specified'}]"
"Wine, light","{'Amount': 0.07, 'unit': 'g'}","{'Amount': 49.0, 'unit': 'kcal'}","{'Amount': 1.17, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 glass'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Wine cooler,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 68.0, 'unit': 'kcal'}","{'Amount': 10.1, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 135, 'portionDescription': '1 glass'}, {'gramWeight': 135, 'portionDescription': 'Quantity not specified'}]"
"Sangria, red","{'Amount': 0.04, 'unit': 'g'}","{'Amount': 96.0, 'unit': 'kcal'}","{'Amount': 8.26, 'unit': 'g'}","{'Amount': 0.04, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 228, 'portionDescription': '1 glass'}, {'gramWeight': 228, 'portionDescription': 'Quantity not specified'}]"
"Sangria, white","{'Amount': 0.04, 'unit': 'g'}","{'Amount': 94.0, 'unit': 'kcal'}","{'Amount': 8.26, 'unit': 'g'}","{'Amount': 0.04, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 228, 'portionDescription': '1 glass'}, {'gramWeight': 228, 'portionDescription': 'Quantity not specified'}]"
Wine spritzer,"{'Amount': 0.04, 'unit': 'g'}","{'Amount': 49.0, 'unit': 'kcal'}","{'Amount': 1.62, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 180, 'portionDescription': '1 glass'}, {'gramWeight': 180, 'portionDescription': 'Quantity not specified'}]"
Glug,"{'Amount': 0.1, 'unit': 'g'}","{'Amount': 96.0, 'unit': 'kcal'}","{'Amount': 6.24, 'unit': 'g'}","{'Amount': 0.14, 'unit': 'g'}","[{'gramWeight': 30, 'portionDescription': '1 fl oz'}, {'gramWeight': 150, 'portionDescription': '1 glass'}, {'gramWeight': 150, 'portionDescription': 'Quantity not specified'}]"
Brandy,"{'Amount': 0.0, 'unit': 'g'}","{'Amount': 231, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 0.0, 'unit': 'g'}","[{'gramWeight': 28, 'portionDescription': '1 fl oz (no ice)'}, {'gramWeight': 63, 'portionDescription': '1 drink'}, {'gramWeight': 42, 'portionDescription': '1 jigger'}, {'gramWeight': 42, 'portionDescription': '1 shot'}, {'gramWeight': 42, 'portionDescription': 'Quantity not specified'}]"
